               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.023162,           0.0038108,          0.00063735,             0.99419,                   1,               0.995,             0.80463,            0.013241,           0.0031889,           0.0002934,              0.0052,              0.0052,              0.0052
                 162,            0.023608,           0.0036262,          0.00045084,             0.97483,                   1,               0.995,             0.82984,            0.011828,           0.0030964,          0.00033448,             0.00517,             0.00517,             0.00517
                 163,            0.024214,           0.0040136,          0.00070421,             0.97336,                   1,               0.995,             0.82298,            0.012593,           0.0031261,           0.0003602,             0.00514,             0.00514,             0.00514
                 164,            0.023339,           0.0041016,           0.0004317,              0.9786,                   1,               0.995,             0.81737,            0.012445,           0.0030995,          0.00029849,             0.00511,             0.00511,             0.00511
                 165,            0.023721,           0.0038281,          0.00057361,             0.97715,                   1,             0.99456,             0.82556,            0.012614,           0.0030733,          0.00027912,             0.00508,             0.00508,             0.00508
                 166,            0.025994,           0.0042451,           0.0004818,             0.97608,                   1,             0.99456,              0.7727,            0.013073,            0.003133,          0.00033225,             0.00505,             0.00505,             0.00505
                 167,            0.023487,           0.0039016,          0.00050759,             0.98021,                   1,               0.995,             0.83139,            0.012162,           0.0030452,          0.00035794,             0.00502,             0.00502,             0.00502
                 168,            0.021195,           0.0039164,          0.00049802,             0.99248,                   1,               0.995,             0.81526,            0.012383,           0.0030642,          0.00030637,             0.00499,             0.00499,             0.00499
                 169,            0.021567,           0.0042812,          0.00056785,             0.98654,                   1,               0.995,             0.80494,            0.011926,           0.0029968,          0.00028142,             0.00496,             0.00496,             0.00496
                 170,            0.024899,           0.0038499,          0.00042553,             0.98724,                   1,               0.995,              0.8292,            0.012356,           0.0030643,          0.00028856,             0.00493,             0.00493,             0.00493
                 171,            0.023699,           0.0040302,           0.0005767,             0.99812,             0.99599,               0.995,             0.82745,            0.013207,           0.0030534,          0.00027543,              0.0049,              0.0049,              0.0049
                 172,            0.024318,           0.0037371,          0.00045674,             0.98787,                   1,               0.995,             0.79334,            0.013647,           0.0031025,          0.00028808,             0.00487,             0.00487,             0.00487
                 173,            0.022169,           0.0039352,          0.00052907,             0.97871,                   1,               0.995,             0.79309,            0.013122,            0.003107,           0.0003461,             0.00484,             0.00484,             0.00484
                 174,              0.0242,           0.0035988,          0.00045429,             0.98717,                   1,               0.995,              0.8178,            0.012987,           0.0031213,          0.00036607,             0.00481,             0.00481,             0.00481
                 175,             0.02418,           0.0039782,          0.00044636,             0.97637,                   1,             0.99368,             0.80176,            0.012422,           0.0032027,          0.00030684,             0.00478,             0.00478,             0.00478
                 176,             0.02336,           0.0037752,          0.00049562,             0.97096,                   1,               0.995,             0.81007,            0.012338,           0.0031469,          0.00030167,             0.00475,             0.00475,             0.00475
                 177,            0.022228,           0.0040609,          0.00047948,             0.98685,              0.9997,               0.995,             0.81899,            0.011947,           0.0030696,          0.00031826,             0.00472,             0.00472,             0.00472
                 178,            0.022925,           0.0035658,          0.00048366,             0.98943,                   1,               0.995,             0.83031,            0.013581,           0.0030918,           0.0003146,             0.00469,             0.00469,             0.00469
                 179,             0.02393,           0.0038547,          0.00041116,             0.98342,                   1,               0.995,             0.81428,            0.012976,           0.0030985,          0.00029363,             0.00466,             0.00466,             0.00466
                 180,            0.024182,           0.0035395,           0.0005064,             0.98341,                   1,               0.995,             0.81881,            0.013309,           0.0030713,          0.00029759,             0.00463,             0.00463,             0.00463
                 181,            0.022563,           0.0036634,          0.00046013,             0.98637,                   1,               0.995,              0.7807,            0.012663,           0.0030395,          0.00030607,              0.0046,              0.0046,              0.0046
                 182,            0.023088,           0.0038272,          0.00047894,             0.99216,                   1,               0.995,             0.83471,            0.012279,           0.0029937,          0.00030447,             0.00457,             0.00457,             0.00457
                 183,            0.021995,           0.0035545,           0.0004502,             0.99631,                   1,               0.995,             0.83236,            0.012294,           0.0030319,          0.00030779,             0.00454,             0.00454,             0.00454
                 184,            0.022624,           0.0038935,          0.00047192,             0.99502,                   1,               0.995,             0.82372,            0.012766,           0.0030594,          0.00030682,             0.00451,             0.00451,             0.00451
                 185,            0.022201,           0.0038645,          0.00051711,             0.98388,                   1,               0.995,              0.8314,            0.012557,            0.003079,          0.00029703,             0.00448,             0.00448,             0.00448
                 186,            0.023763,           0.0037713,          0.00043408,             0.98117,                   1,             0.99456,             0.81787,            0.012336,           0.0030474,          0.00030278,             0.00445,             0.00445,             0.00445
                 187,            0.021644,           0.0038784,          0.00042744,             0.98216,                   1,             0.99368,             0.81596,            0.011771,           0.0030089,          0.00028924,             0.00442,             0.00442,             0.00442
                 188,            0.021609,           0.0035329,           0.0004065,             0.98321,                   1,               0.995,             0.81467,            0.012319,           0.0029986,          0.00025364,             0.00439,             0.00439,             0.00439
                 189,            0.022746,            0.003597,          0.00040266,             0.98071,                   1,               0.995,             0.82049,            0.012284,           0.0030039,          0.00023623,             0.00436,             0.00436,             0.00436
                 190,            0.021441,           0.0035387,          0.00043752,             0.97844,                   1,             0.98926,             0.79901,            0.011749,           0.0030329,          0.00025761,             0.00433,             0.00433,             0.00433
                 191,            0.021752,            0.003753,          0.00039391,             0.97819,                   1,             0.98926,             0.81641,            0.011898,           0.0030294,           0.0002871,              0.0043,              0.0043,              0.0043
                 192,            0.021044,           0.0037247,          0.00047149,             0.97969,                   1,             0.99015,             0.79527,            0.012299,           0.0029697,          0.00027782,             0.00427,             0.00427,             0.00427
                 193,            0.022528,           0.0036916,           0.0004704,             0.98037,                   1,             0.99191,             0.79607,            0.012799,           0.0029283,          0.00025957,             0.00424,             0.00424,             0.00424
                 194,            0.021658,           0.0037475,          0.00045153,             0.97989,                   1,             0.99279,             0.81485,            0.013045,            0.002913,          0.00024653,             0.00421,             0.00421,             0.00421
                 195,            0.021166,           0.0036656,          0.00041788,             0.97876,                   1,             0.99324,             0.81632,            0.012508,           0.0029707,          0.00024223,             0.00418,             0.00418,             0.00418
                 196,            0.020038,           0.0037732,          0.00042669,             0.97845,                   1,             0.99456,             0.81099,            0.012855,           0.0030184,          0.00024828,             0.00415,             0.00415,             0.00415
                 197,            0.020904,           0.0039437,          0.00043697,             0.98135,             0.99857,             0.99456,             0.81823,            0.012173,           0.0030571,          0.00028238,             0.00412,             0.00412,             0.00412
                 198,            0.022964,           0.0035378,          0.00045521,             0.97859,              0.9938,             0.99456,             0.81933,            0.011821,           0.0030779,          0.00029122,             0.00409,             0.00409,             0.00409
                 199,            0.021635,           0.0039206,          0.00039508,             0.97749,             0.99063,             0.99456,             0.83457,            0.011798,           0.0030725,          0.00026789,             0.00406,             0.00406,             0.00406
                 200,            0.019866,           0.0038075,           0.0003926,              0.9809,             0.99121,             0.99456,             0.82632,            0.011924,            0.003077,           0.0002387,             0.00403,             0.00403,             0.00403
                 201,            0.021943,           0.0036482,          0.00036258,             0.98102,             0.99563,             0.99456,             0.81479,            0.012929,           0.0030549,          0.00022606,               0.004,               0.004,               0.004
                 202,            0.021606,           0.0035571,          0.00048779,             0.97956,                   1,             0.99456,              0.8176,            0.012196,           0.0029838,          0.00025596,             0.00397,             0.00397,             0.00397
                 203,            0.020523,           0.0035442,          0.00038728,             0.97505,                   1,             0.99279,             0.83372,            0.011918,           0.0029582,          0.00027323,             0.00394,             0.00394,             0.00394
                 204,            0.022138,           0.0038022,          0.00049303,             0.97706,                   1,             0.99324,             0.83315,            0.011804,           0.0029354,          0.00025259,             0.00391,             0.00391,             0.00391
                 205,            0.021268,           0.0037299,          0.00035476,             0.97859,                   1,             0.99368,             0.83466,            0.011879,           0.0029289,          0.00022408,             0.00388,             0.00388,             0.00388
                 206,            0.022084,           0.0036458,           0.0003931,              0.9788,                   1,               0.995,             0.81024,            0.012129,           0.0029571,          0.00020342,             0.00385,             0.00385,             0.00385
                 207,            0.021591,           0.0037403,          0.00036522,             0.97653,                   1,               0.995,             0.82865,            0.012185,           0.0030236,          0.00021252,             0.00382,             0.00382,             0.00382
                 208,            0.021678,           0.0037417,          0.00036795,              0.9793,                   1,               0.995,             0.81604,            0.013426,           0.0030976,          0.00024829,             0.00379,             0.00379,             0.00379
                 209,            0.020674,           0.0038652,          0.00050441,              0.9812,                   1,               0.995,             0.80312,            0.013283,           0.0030453,          0.00026407,             0.00376,             0.00376,             0.00376
                 210,            0.020981,           0.0037854,          0.00037346,             0.98214,                   1,               0.995,             0.81853,            0.012081,           0.0029406,          0.00025824,             0.00373,             0.00373,             0.00373
                 211,            0.021477,           0.0036054,          0.00041598,             0.98314,                   1,               0.995,             0.82461,            0.011485,           0.0028589,          0.00025213,              0.0037,              0.0037,              0.0037
                 212,            0.019516,           0.0035891,          0.00036778,             0.98159,                   1,               0.995,             0.83054,             0.01142,           0.0028643,          0.00025342,             0.00367,             0.00367,             0.00367
                 213,            0.020289,           0.0033991,          0.00040634,             0.98322,                   1,               0.995,             0.81963,             0.01132,           0.0028939,          0.00024941,             0.00364,             0.00364,             0.00364
                 214,            0.020255,           0.0036168,          0.00036643,             0.98319,                   1,               0.995,             0.83299,            0.011006,            0.002866,          0.00023253,             0.00361,             0.00361,             0.00361
                 215,            0.020572,           0.0037392,          0.00031277,             0.98247,                   1,               0.995,             0.83611,            0.011317,           0.0028763,          0.00020908,             0.00358,             0.00358,             0.00358
                 216,            0.020548,           0.0037096,          0.00032617,             0.98116,                   1,               0.995,             0.83603,            0.010853,           0.0028639,          0.00020691,             0.00355,             0.00355,             0.00355
                 217,            0.020313,           0.0036079,          0.00033451,               0.978,                   1,               0.995,              0.8332,            0.011484,            0.002929,          0.00021542,             0.00352,             0.00352,             0.00352
                 218,            0.020037,           0.0036275,          0.00038843,             0.98114,                   1,               0.995,              0.8385,             0.01135,           0.0029063,          0.00022516,             0.00349,             0.00349,             0.00349
                 219,            0.020132,            0.003554,          0.00030411,             0.98079,                   1,               0.995,             0.83653,            0.011444,           0.0029432,          0.00023173,             0.00346,             0.00346,             0.00346
                 220,            0.020164,           0.0034118,          0.00034179,             0.98071,                   1,             0.99456,             0.82877,            0.012013,            0.002976,          0.00022416,             0.00343,             0.00343,             0.00343
                 221,              0.0198,            0.003658,          0.00030795,             0.98041,                   1,             0.99456,             0.83267,            0.011574,           0.0029335,          0.00020897,              0.0034,              0.0034,              0.0034
                 222,            0.019466,           0.0035871,          0.00029824,             0.98093,                   1,               0.995,             0.83049,             0.01168,           0.0029099,          0.00019791,             0.00337,             0.00337,             0.00337
                 223,            0.021351,           0.0038548,          0.00037453,             0.98126,                   1,               0.995,             0.82639,            0.012086,           0.0028693,          0.00018763,             0.00334,             0.00334,             0.00334
                 224,            0.020676,            0.003558,          0.00040499,             0.98043,                   1,               0.995,              0.8307,            0.011911,           0.0028502,           0.0002003,             0.00331,             0.00331,             0.00331
                 225,            0.020199,           0.0036523,          0.00042247,             0.98017,                   1,               0.995,             0.83951,            0.010854,           0.0028519,          0.00021199,             0.00328,             0.00328,             0.00328
                 226,            0.019745,           0.0035788,           0.0004021,             0.98192,                   1,               0.995,              0.8332,            0.012129,           0.0028434,          0.00020853,             0.00325,             0.00325,             0.00325
                 227,            0.020423,           0.0035027,          0.00036514,             0.97856,                   1,               0.995,             0.84121,            0.011206,           0.0028124,          0.00020107,             0.00322,             0.00322,             0.00322
                 228,            0.019574,           0.0038696,          0.00035431,              0.9786,                   1,               0.995,             0.81972,            0.011605,           0.0028392,          0.00020589,             0.00319,             0.00319,             0.00319
                 229,            0.019645,           0.0036517,          0.00038997,             0.97853,                   1,               0.995,             0.82471,             0.01104,           0.0028162,          0.00020591,             0.00316,             0.00316,             0.00316
                 230,            0.020045,           0.0037614,          0.00058238,             0.97944,                   1,               0.995,             0.82745,            0.011054,           0.0028028,           0.0002106,             0.00313,             0.00313,             0.00313
                 231,            0.020715,           0.0033492,          0.00029433,             0.97844,                   1,               0.995,             0.83026,            0.011893,           0.0028157,          0.00021091,              0.0031,              0.0031,              0.0031
                 232,            0.020653,           0.0037184,          0.00043698,             0.97973,                   1,               0.995,             0.82981,             0.01197,           0.0028004,          0.00019954,             0.00307,             0.00307,             0.00307
                 233,            0.020202,           0.0036169,          0.00043485,             0.98111,                   1,               0.995,             0.82622,             0.01127,           0.0028198,          0.00020781,             0.00304,             0.00304,             0.00304
                 234,            0.019736,           0.0033811,          0.00053282,             0.98138,                   1,               0.995,             0.83045,            0.011424,           0.0028216,          0.00019927,             0.00301,             0.00301,             0.00301
                 235,            0.019468,           0.0036422,           0.0003307,             0.98167,                   1,               0.995,             0.81768,            0.012058,           0.0028552,          0.00018794,             0.00298,             0.00298,             0.00298
                 236,            0.019834,           0.0036123,          0.00037489,             0.98341,             0.99931,               0.995,             0.83401,            0.011665,           0.0028334,          0.00018165,             0.00295,             0.00295,             0.00295
                 237,            0.018535,            0.003631,          0.00037604,             0.98251,             0.99761,               0.995,             0.83778,            0.011466,           0.0028296,          0.00018135,             0.00292,             0.00292,             0.00292
                 238,            0.019056,           0.0035345,          0.00033368,             0.98315,              0.9994,               0.995,             0.85017,             0.01109,           0.0027897,          0.00018203,             0.00289,             0.00289,             0.00289
                 239,              0.0197,           0.0034415,          0.00032402,             0.98894,             0.99788,               0.995,             0.84333,            0.011137,           0.0027666,          0.00018405,             0.00286,             0.00286,             0.00286
                 240,            0.019242,             0.00352,          0.00035347,             0.98982,             0.99863,               0.995,             0.84058,            0.010912,           0.0027503,           0.0001987,             0.00283,             0.00283,             0.00283
                 241,            0.018921,           0.0033754,          0.00031294,              0.9825,                   1,               0.995,             0.83877,            0.011332,           0.0027725,          0.00021751,              0.0028,              0.0028,              0.0028
                 242,            0.020014,           0.0034804,          0.00036908,             0.98143,                   1,               0.995,             0.82611,            0.011701,           0.0027651,          0.00021844,             0.00277,             0.00277,             0.00277
                 243,            0.018288,             0.00365,          0.00030861,             0.98254,                   1,               0.995,             0.82816,            0.012033,           0.0027837,          0.00021184,             0.00274,             0.00274,             0.00274
                 244,            0.019355,           0.0035101,          0.00032455,             0.98213,                   1,               0.995,             0.82232,            0.012238,           0.0027879,           0.0002179,             0.00271,             0.00271,             0.00271
                 245,            0.018824,           0.0034433,          0.00048072,             0.98194,                   1,               0.995,             0.82814,            0.011666,           0.0027691,          0.00022403,             0.00268,             0.00268,             0.00268
                 246,            0.019978,           0.0033997,          0.00035727,             0.98491,                   1,               0.995,             0.82577,            0.011716,           0.0027466,          0.00021069,             0.00265,             0.00265,             0.00265
                 247,            0.018639,           0.0035389,          0.00043973,             0.99055,                   1,               0.995,             0.82337,            0.011927,           0.0027462,          0.00019014,             0.00262,             0.00262,             0.00262
                 248,            0.017672,           0.0032186,          0.00029232,             0.98976,                   1,               0.995,             0.82387,            0.011938,           0.0027396,          0.00017489,             0.00259,             0.00259,             0.00259
                 249,            0.019664,           0.0036324,          0.00041701,             0.98332,                   1,               0.995,             0.82725,            0.012596,           0.0027617,          0.00017464,             0.00256,             0.00256,             0.00256
                 250,            0.019364,           0.0033916,          0.00028379,             0.98175,                   1,               0.995,             0.82384,            0.011686,           0.0027486,          0.00017475,             0.00253,             0.00253,             0.00253
                 251,            0.019072,           0.0033457,          0.00024853,             0.98043,                   1,               0.995,             0.82354,            0.011744,           0.0027542,          0.00017479,              0.0025,              0.0025,              0.0025
                 252,             0.01789,           0.0032998,          0.00025441,             0.97869,                   1,               0.995,             0.83321,            0.011146,           0.0027423,          0.00017045,             0.00247,             0.00247,             0.00247
                 253,            0.019046,           0.0032904,          0.00038408,             0.98033,                   1,               0.995,             0.83404,            0.011611,            0.002756,          0.00016936,             0.00244,             0.00244,             0.00244
                 254,            0.017742,           0.0033906,           0.0003687,             0.98132,                   1,               0.995,             0.83707,            0.012073,           0.0027815,          0.00017319,             0.00241,             0.00241,             0.00241
                 255,            0.018824,           0.0033266,          0.00026437,             0.98098,                   1,               0.995,             0.82601,            0.012029,            0.002813,          0.00017016,             0.00238,             0.00238,             0.00238
                 256,            0.018557,            0.003338,          0.00037088,             0.98135,                   1,               0.995,             0.82996,             0.01152,           0.0027858,          0.00016484,             0.00235,             0.00235,             0.00235
                 257,            0.018598,            0.003442,           0.0003131,             0.98262,                   1,               0.995,             0.82975,            0.011533,           0.0027458,          0.00015494,             0.00232,             0.00232,             0.00232
                 258,            0.017515,           0.0033497,          0.00022495,             0.98258,                   1,               0.995,             0.82253,            0.012091,             0.00279,          0.00015368,             0.00229,             0.00229,             0.00229
                 259,            0.018606,           0.0033405,          0.00029699,             0.98265,                   1,               0.995,             0.81749,            0.011596,           0.0027368,           0.0001616,             0.00226,             0.00226,             0.00226
                 260,             0.01757,           0.0033291,          0.00028104,             0.98163,                   1,               0.995,             0.81828,            0.011808,           0.0027302,          0.00016369,             0.00223,             0.00223,             0.00223
                 261,            0.018965,           0.0033411,           0.0004208,             0.98103,                   1,               0.995,               0.816,            0.011542,            0.002717,          0.00016421,              0.0022,              0.0022,              0.0022
                 262,            0.018887,           0.0033262,          0.00026955,              0.9812,                   1,               0.995,             0.83782,            0.011469,           0.0027082,          0.00015776,             0.00217,             0.00217,             0.00217
                 263,            0.018731,           0.0031896,          0.00028184,             0.98079,                   1,               0.995,             0.83665,            0.011074,           0.0026857,          0.00015018,             0.00214,             0.00214,             0.00214
                 264,            0.018107,           0.0033943,          0.00027161,              0.9816,                   1,               0.995,             0.84006,            0.011277,           0.0026899,          0.00015686,             0.00211,             0.00211,             0.00211
                 265,            0.018029,           0.0033972,          0.00031106,             0.98166,                   1,               0.995,             0.83166,            0.011348,           0.0026647,          0.00016421,             0.00208,             0.00208,             0.00208
                 266,            0.018528,           0.0032117,          0.00027954,             0.98221,                   1,               0.995,             0.82548,            0.010934,           0.0026109,          0.00016014,             0.00205,             0.00205,             0.00205
                 267,            0.017299,           0.0034026,          0.00024731,             0.98246,                   1,               0.995,             0.82349,             0.01133,           0.0026463,          0.00015698,             0.00202,             0.00202,             0.00202
                 268,            0.017411,           0.0032809,          0.00031137,             0.98397,                   1,               0.995,             0.82848,            0.010969,           0.0026278,          0.00015673,             0.00199,             0.00199,             0.00199
                 269,             0.01913,           0.0034076,          0.00024533,             0.98967,                   1,               0.995,             0.83775,            0.011282,           0.0026477,          0.00015583,             0.00196,             0.00196,             0.00196
                 270,            0.018269,           0.0031196,          0.00027594,             0.99292,                   1,               0.995,             0.81901,            0.011657,           0.0026675,           0.0001493,             0.00193,             0.00193,             0.00193
                 271,            0.017075,           0.0035946,          0.00035198,             0.99187,                   1,               0.995,             0.82648,            0.011841,           0.0026865,          0.00014169,              0.0019,              0.0019,              0.0019
                 272,            0.017831,           0.0032877,          0.00021344,              0.9859,                   1,               0.995,             0.82293,            0.011949,           0.0027167,           0.0001384,             0.00187,             0.00187,             0.00187
                 273,            0.018014,           0.0033885,          0.00028856,             0.98219,                   1,               0.995,             0.82914,            0.011404,           0.0027099,           0.0001349,             0.00184,             0.00184,             0.00184
                 274,             0.01865,           0.0034594,          0.00023244,             0.98186,                   1,               0.995,             0.84431,            0.010796,           0.0026812,          0.00013174,             0.00181,             0.00181,             0.00181
                 275,            0.017164,           0.0035422,          0.00027655,             0.98139,                   1,               0.995,             0.84227,            0.010962,           0.0026879,          0.00013237,             0.00178,             0.00178,             0.00178
                 276,            0.017084,           0.0035242,          0.00025561,             0.98076,                   1,               0.995,              0.8384,            0.010462,            0.002667,          0.00013204,             0.00175,             0.00175,             0.00175
                 277,            0.016719,           0.0030913,          0.00027864,             0.98174,                   1,               0.995,             0.84574,            0.010449,           0.0026497,          0.00013063,             0.00172,             0.00172,             0.00172
                 278,            0.017075,           0.0033168,          0.00019715,             0.98165,                   1,               0.995,              0.8437,            0.010472,           0.0026286,          0.00012634,             0.00169,             0.00169,             0.00169
                 279,            0.016967,           0.0033795,           0.0001968,             0.98118,                   1,               0.995,             0.84324,            0.010539,            0.002626,          0.00012907,             0.00166,             0.00166,             0.00166
                 280,            0.017313,           0.0034791,           0.0002339,             0.98149,                   1,               0.995,             0.84294,            0.010587,           0.0026488,          0.00013509,             0.00163,             0.00163,             0.00163
                 281,            0.017948,           0.0033136,            0.000223,             0.98236,                   1,               0.995,             0.84266,            0.010952,           0.0026677,          0.00014117,              0.0016,              0.0016,              0.0016
                 282,            0.017682,           0.0033086,          0.00027158,              0.9843,                   1,               0.995,             0.84537,            0.011162,           0.0026675,          0.00014091,             0.00157,             0.00157,             0.00157
                 283,            0.017512,           0.0033734,          0.00030041,             0.98373,                   1,               0.995,             0.84592,            0.011229,           0.0026774,          0.00014043,             0.00154,             0.00154,             0.00154
                 284,             0.01659,            0.003347,          0.00021592,             0.98361,                   1,               0.995,             0.83302,            0.011139,           0.0027006,            0.000139,             0.00151,             0.00151,             0.00151
                 285,            0.017708,           0.0033618,          0.00021464,             0.98287,                   1,               0.995,             0.83383,            0.011523,           0.0027423,          0.00013655,             0.00148,             0.00148,             0.00148
                 286,            0.017572,           0.0032955,          0.00021415,             0.98215,                   1,               0.995,             0.82834,            0.011625,           0.0027276,          0.00013317,             0.00145,             0.00145,             0.00145
                 287,            0.016864,           0.0034961,          0.00020617,             0.98207,                   1,               0.995,              0.8282,            0.011461,            0.002699,          0.00012983,             0.00142,             0.00142,             0.00142
                 288,            0.016779,           0.0032912,          0.00020431,             0.98376,                   1,               0.995,             0.82586,            0.010652,           0.0026084,           0.0001256,             0.00139,             0.00139,             0.00139
                 289,            0.016071,           0.0032734,          0.00021718,             0.98526,                   1,               0.995,             0.83872,            0.010686,           0.0025886,          0.00012156,             0.00136,             0.00136,             0.00136
                 290,            0.016793,           0.0031467,          0.00018115,             0.98455,                   1,               0.995,             0.83424,            0.010618,           0.0025967,          0.00011769,             0.00133,             0.00133,             0.00133
                 291,            0.016014,           0.0033929,          0.00019605,             0.98436,                   1,               0.995,             0.83208,            0.010849,           0.0026171,          0.00011388,              0.0013,              0.0013,              0.0013
                 292,            0.016979,           0.0033229,          0.00024168,             0.98249,                   1,               0.995,             0.83738,            0.010649,           0.0026241,          0.00011051,             0.00127,             0.00127,             0.00127
                 293,              0.0173,           0.0032251,          0.00030594,             0.98235,                   1,               0.995,             0.83037,            0.010894,           0.0026469,          0.00010701,             0.00124,             0.00124,             0.00124
                 294,            0.018899,            0.003028,          0.00042857,              0.9833,                   1,               0.995,             0.83517,            0.010791,           0.0026424,          0.00010494,             0.00121,             0.00121,             0.00121
                 295,            0.016585,           0.0033548,          0.00020477,             0.98267,                   1,               0.995,             0.82665,            0.010811,           0.0026221,          0.00010626,             0.00118,             0.00118,             0.00118
                 296,            0.016643,           0.0032487,          0.00027661,             0.98328,                   1,               0.995,             0.82705,            0.010725,           0.0026145,          0.00010614,             0.00115,             0.00115,             0.00115
                 297,            0.016938,            0.003215,          0.00031154,             0.98392,                   1,               0.995,             0.83605,            0.010662,           0.0025966,          0.00010386,             0.00112,             0.00112,             0.00112
                 298,            0.017051,           0.0032559,          0.00022363,             0.98398,                   1,               0.995,             0.83772,            0.010559,           0.0025953,          0.00010255,             0.00109,             0.00109,             0.00109
                 299,            0.016352,           0.0032598,          0.00019792,             0.98341,                   1,               0.995,             0.83461,            0.010622,           0.0025965,          0.00010333,             0.00106,             0.00106,             0.00106
