22.802509948907808,114.29615224582292,26.0
22.8028539272189,114.29614187583333,87.0
22.802771464874088,114.2961330192262,87.0
22.802767030856195,114.29631125099574,21.0
22.8028662396219,114.29625440328489,32.0
22.80288134162641,114.29622245714216,32.0
22.80243644293603,114.29758055410738,32.0
22.77773567446185,114.29687619736049,64.0
22.801959114178423,114.2959755054791,64.0
22.802801301453552,114.29871131954765,32.0
22.803009431750656,114.29545740885435,32.0
22.80085547490911,114.29730399310841,32.0
22.801153312855046,114.29941938181662,64.0
23.16740184364374,114.2724279070346,32.0
22.91445449508741,114.30091747720677,32.0
22.80319902909353,114.29657790414726,32.0
22.801867472137694,114.29623229552607,32.0
22.802731295567696,114.29606678822262,64.0
22.803489226863142,114.29351131874414,87.0
22.80286282119225,114.29613725407287,87.0
22.808939728172426,114.25005232180155,32.0
22.808418084131414,114.29545032407857,32.0
22.802917879461376,114.2959350211563,32.0
22.802775477915127,114.29635758219726,32.0
22.80261144165245,114.29724928283517,32.0
22.803282754686432,114.29571395156772,32.0
