22.802608776026542,114.29562322689357,64.0
22.803277403630982,114.29795506891826,64.0
22.78587067046156,114.29212962414178,64.0
22.79698669625611,114.29453744057875,64.0
22.802988209583916,114.29630210565637,28.0
22.80300103954885,114.29536165362241,18.0
22.802494625078502,114.29618170742052,64.0
22.80274604449321,114.29601870776474,64.0
22.80270810590746,114.29603667566552,87.0
22.802747336021184,114.29615526896336,87.0
22.802496151273218,114.29622519396368,64.0
22.802562184203147,114.29607905948244,64.0
22.8025521387143,114.2960543279149,64.0
22.802616992700067,114.2957922540591,87.0
22.80270772831131,114.29601351844276,87.0
22.802757151373406,114.29626962191206,87.0
