               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 112,            0.024627,           0.0054242,          0.00053078,             0.97832,                   1,               0.995,             0.82412,            0.013507,           0.0043961,          0.00044761,            0.006337,            0.006337,            0.006337
                 113,            0.024014,           0.0056139,          0.00062952,             0.99218,                   1,               0.995,              0.7849,            0.014512,           0.0043689,          0.00042627,            0.006304,            0.006304,            0.006304
                 114,            0.024271,           0.0053971,          0.00063916,             0.99627,                   1,               0.995,             0.78606,            0.017347,            0.004474,          0.00041533,            0.006271,            0.006271,            0.006271
                 115,            0.024188,           0.0055886,          0.00055111,             0.98935,                   1,               0.995,             0.81036,            0.013586,           0.0043668,          0.00048757,            0.006238,            0.006238,            0.006238
                 116,            0.023239,           0.0051408,          0.00055191,             0.97639,                   1,               0.995,             0.77159,            0.015027,           0.0045049,          0.00043454,            0.006205,            0.006205,            0.006205
                 117,            0.025208,           0.0055673,          0.00056053,             0.98732,                   1,               0.995,             0.80586,             0.01343,           0.0043672,          0.00040202,            0.006172,            0.006172,            0.006172
                 118,            0.022761,           0.0055126,          0.00060622,             0.97648,                   1,               0.995,             0.82086,            0.012806,           0.0043724,          0.00047703,            0.006139,            0.006139,            0.006139
                 119,            0.022397,           0.0053942,          0.00065726,             0.99599,                   1,               0.995,             0.81571,            0.013816,           0.0042708,          0.00045824,            0.006106,            0.006106,            0.006106
                 120,            0.024216,            0.005085,          0.00054248,             0.99436,                   1,               0.995,              0.7688,            0.014865,           0.0044416,          0.00044312,            0.006073,            0.006073,            0.006073
                 121,            0.023478,           0.0054275,          0.00059435,              0.9814,                   1,               0.995,             0.81208,            0.013587,           0.0043408,          0.00045347,             0.00604,             0.00604,             0.00604
                 122,            0.023058,           0.0050078,           0.0005988,             0.98206,                   1,               0.995,             0.79444,            0.015024,           0.0043908,          0.00045738,            0.006007,            0.006007,            0.006007
                 123,            0.023119,           0.0052063,          0.00060361,             0.98054,                   1,             0.99456,             0.81394,            0.012651,           0.0042595,          0.00048742,            0.005974,            0.005974,            0.005974
                 124,            0.021432,           0.0049844,          0.00056824,             0.98005,                   1,             0.99412,              0.7989,             0.01358,           0.0043451,           0.0004663,            0.005941,            0.005941,            0.005941
                 125,            0.023542,           0.0050304,          0.00048928,             0.97933,                   1,               0.995,             0.81079,            0.013858,           0.0043509,          0.00044632,            0.005908,            0.005908,            0.005908
                 126,            0.021989,           0.0047201,           0.0006269,             0.96923,                   1,               0.995,             0.81466,            0.013111,           0.0042519,          0.00042028,            0.005875,            0.005875,            0.005875
                 127,            0.022209,           0.0054409,          0.00060701,              0.9701,                   1,               0.995,             0.81263,            0.013754,           0.0042304,          0.00045133,            0.005842,            0.005842,            0.005842
                 128,            0.023973,           0.0051725,          0.00072438,             0.96835,                   1,               0.995,             0.84294,            0.013447,            0.004132,          0.00046148,            0.005809,            0.005809,            0.005809
                 129,            0.022268,           0.0049276,          0.00066997,             0.98333,                   1,               0.995,             0.82846,            0.012785,           0.0041699,          0.00049047,            0.005776,            0.005776,            0.005776
                 130,            0.022061,           0.0053309,          0.00061624,             0.98742,                   1,               0.995,             0.81555,            0.013382,           0.0042192,           0.0004571,            0.005743,            0.005743,            0.005743
                 131,            0.022208,           0.0052385,          0.00055874,             0.98804,                   1,               0.995,             0.82611,            0.012441,           0.0041096,          0.00040512,             0.00571,             0.00571,             0.00571
                 132,             0.02148,           0.0050523,          0.00051356,             0.96918,                   1,             0.99456,             0.80012,            0.013378,           0.0042253,           0.0003824,            0.005677,            0.005677,            0.005677
                 133,            0.021052,           0.0048039,          0.00052996,             0.96992,                   1,             0.99456,             0.82699,            0.012719,           0.0041719,          0.00039301,            0.005644,            0.005644,            0.005644
                 134,            0.022187,           0.0050175,          0.00054093,             0.98391,             0.99888,             0.99368,             0.82801,            0.012806,           0.0042057,          0.00041959,            0.005611,            0.005611,            0.005611
